[2025-03-16 13:42:12] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-16 13:42:12] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-16 13:42:12] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-16 13:42:14] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-16 13:42:14] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-16 13:42:14] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-16 13:42:15] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532\
[2025-03-16 13:42:15] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/phoenix/
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:103] Filesize: 12611 bytes
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-top-bar.min.js
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d5700fb8c-7UIbUZ.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/admin-top-bar.min.js
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:12] [class-ss-page.php:119] Checking Content Identical:59e292f8ea3370c33492aab66a6ec8b3d8f775c3===. Value: FALSE
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/admin.js
[2025-03-16 13:43:12] [class-ss-task.php:58] [PAGES STATUS] Remaining:345; Total: 815
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d570203dc-70gPER.tmp
[2025-03-16 13:43:12] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/admin.js?simply_static_page=2931
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/admin.js?simply_static_page=2931
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:103] Filesize: 116517 bytes
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin.js
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d570203dc-70gPER.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/admin.js
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:12] [class-ss-page.php:119] Checking Content Identical:3f8342cc9b95a02770daf9cc58668952d798f454===. Value: FALSE
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/admin.min.js
[2025-03-16 13:43:12] [class-ss-task.php:58] [PAGES STATUS] Remaining:344; Total: 815
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d5703630b-0WVvhm.tmp
[2025-03-16 13:43:12] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/admin.min.js?simply_static_page=2932
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/admin.min.js?simply_static_page=2932
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:103] Filesize: 55698 bytes
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin.min.js
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d5703630b-0WVvhm.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/admin.min.js
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:12] [class-ss-page.php:119] Checking Content Identical:d97eb714a77a0d0f174757803c6b2c9dd4502303===. Value: FALSE
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt
[2025-03-16 13:43:12] [class-ss-task.php:58] [PAGES STATUS] Remaining:343; Total: 815
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d5704a12a-awJbua.tmp
[2025-03-16 13:43:12] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt?simply_static_page=2933
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt?simply_static_page=2933
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d5704a12a-awJbua.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:12] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-admin.js
[2025-03-16 13:43:12] [class-ss-task.php:58] [PAGES STATUS] Remaining:342; Total: 815
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d570513d9-SGmGt8.tmp
[2025-03-16 13:43:12] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-admin.js?simply_static_page=2934
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-admin.js?simply_static_page=2934
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:103] Filesize: 2047321 bytes
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-admin.js
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d570513d9-SGmGt8.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/ai-admin.js
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:12] [class-ss-page.php:119] Checking Content Identical:4f391bd5326b8dbf2214b46fc5b31bee0b4d45d9===. Value: FALSE
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-admin.min.js
[2025-03-16 13:43:12] [class-ss-task.php:58] [PAGES STATUS] Remaining:341; Total: 815
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d570d1ba1-9Hrck2.tmp
[2025-03-16 13:43:12] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-admin.min.js?simply_static_page=2935
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-admin.min.js?simply_static_page=2935
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:103] Filesize: 621451 bytes
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-admin.min.js
[2025-03-16 13:43:12] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d570d1ba1-9Hrck2.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/ai-admin.min.js
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:12] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:13] [class-ss-page.php:119] Checking Content Identical:6ddad7f97341f827a81af6e353bb710aa503879c===. Value: FALSE
[2025-03-16 13:43:13] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-admin.min.js.LICENSE.txt
[2025-03-16 13:43:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:340; Total: 815
[2025-03-16 13:43:13] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d57117505-t7TIwk.tmp
[2025-03-16 13:43:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-admin.min.js.LICENSE.txt?simply_static_page=2936
[2025-03-16 13:43:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-admin.min.js.LICENSE.txt?simply_static_page=2936
[2025-03-16 13:43:13] [class-ss-url-fetcher.php:103] Filesize: 511 bytes
[2025-03-16 13:43:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-03-16 13:43:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-admin.min.js.LICENSE.txt
[2025-03-16 13:43:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d57117505-t7TIwk.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/ai-admin.min.js.LICENSE.txt
[2025-03-16 13:43:13] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:13] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:13] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:13] [class-ss-page.php:119] Checking Content Identical:247c75dac48ea1bd526a417281e296de3bdaef6b===. Value: FALSE
[2025-03-16 13:43:13] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-gutenberg.js
[2025-03-16 13:43:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:339; Total: 815
[2025-03-16 13:43:13] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d5711f458-VD1U7B.tmp
[2025-03-16 13:43:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-gutenberg.js?simply_static_page=2937
[2025-03-16 13:43:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-gutenberg.js?simply_static_page=2937
[2025-03-16 13:43:13] [class-ss-url-fetcher.php:103] Filesize: 2182195 bytes
[2025-03-16 13:43:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-16 13:43:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-gutenberg.js
[2025-03-16 13:43:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d5711f458-VD1U7B.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/ai-gutenberg.js
[2025-03-16 13:43:13] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:13] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:13] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:16] [class-ss-page.php:119] Checking Content Identical:76616f511371d2584b1d3d6bdcbfc597c685079d===. Value: FALSE
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js
[2025-03-16 13:43:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:338; Total: 815
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d57469af0-Futg4I.tmp
[2025-03-16 13:43:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js?simply_static_page=2938
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js?simply_static_page=2938
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:103] Filesize: 650769 bytes
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d57469af0-Futg4I.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:16] [class-ss-page.php:119] Checking Content Identical:56118d9b71de5ccf089882aeaeb7d80bcf37ff8e===. Value: FALSE
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt
[2025-03-16 13:43:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:337; Total: 815
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d574b4ae4-puzUCO.tmp
[2025-03-16 13:43:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt?simply_static_page=2939
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt?simply_static_page=2939
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:103] Filesize: 672 bytes
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d574b4ae4-puzUCO.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:16] [class-ss-page.php:119] Checking Content Identical:3c0e9a57ae5b64450cfedeaf2228ee409c37ea0b===. Value: FALSE
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-layout.js
[2025-03-16 13:43:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:336; Total: 815
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d574c2eb7-V5NV1D.tmp
[2025-03-16 13:43:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-layout.js?simply_static_page=2940
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-layout.js?simply_static_page=2940
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:103] Filesize: 603627 bytes
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.js
[2025-03-16 13:43:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d574c2eb7-V5NV1D.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/ai-layout.js
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:16] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:17] [class-ss-page.php:119] Checking Content Identical:ecf0689a024a7f72434c32cc5d1cc5419f0f164e===. Value: FALSE
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2025-03-16 13:43:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:335; Total: 815
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d5750747e-8qP6nD.tmp
[2025-03-16 13:43:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-layout.min.js?simply_static_page=2941
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-layout.min.js?simply_static_page=2941
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:103] Filesize: 224952 bytes
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d5750747e-8qP6nD.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:17] [class-ss-page.php:119] Checking Content Identical:88832aa395a6d07196f631cd8552d020011345eb===. Value: FALSE
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2025-03-16 13:43:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:334; Total: 815
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d57527ce7-cktmRF.tmp
[2025-03-16 13:43:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt?simply_static_page=2942
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt?simply_static_page=2942
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d57527ce7-cktmRF.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:17] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-media-library.js
[2025-03-16 13:43:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:333; Total: 815
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d5753480c-zhvCWW.tmp
[2025-03-16 13:43:17] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-media-library.js?simply_static_page=2943
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-media-library.js?simply_static_page=2943
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:103] Filesize: 2165088 bytes
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-media-library.js
[2025-03-16 13:43:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d5753480c-zhvCWW.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/js/ai-media-library.js
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:43:17] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:43:18] [class-ss-page.php:119] Checking Content Identical:f182d8d5c56811e624ecc37f26e171002ad66f5a===. Value: FALSE
[2025-03-16 13:43:18] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2025-03-16 13:43:18] [class-ss-task.php:58] [PAGES STATUS] Remaining:332; Total: 815
[2025-03-16 13:43:18] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:43:18] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d576998ae-XneBwO.tmp
[2025-03-16 13:43:18] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-media-library.min.js?simply_static_page=2944
[2025-03-16 13:43:18] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/js/ai-media-library.min.js?simply_static_page=2944
